school_id,student_id,student_first_name,student_last_name,dob,grade,student_email,student_phone,guardian_first_name,guardian_last_name,guardian_email,guardian_phone
0,student_13,Student_13,StudentLast_13,2000-11-27,3,student.studentlast13@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_13,parent0_of.student_13@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_13,Student_13,StudentLast_13,2001-11-27,3,student.studentlast13@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_13,parent1_of.student_13@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_14,Student_14,StudentLast_14,2000-11-27,4,student.studentlast14@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_14,parent0_of.student_14@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_14,Student_14,StudentLast_14,2001-11-27,4,student.studentlast14@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_14,parent1_of.student_14@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_15,Student_15,StudentLast_15,2000-11-27,5,student.studentlast15@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_15,parent0_of.student_15@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_15,Student_15,StudentLast_15,2001-11-27,5,student.studentlast15@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_15,parent1_of.student_15@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_16,Student_16,StudentLast_16,2000-11-27,6,student.studentlast16@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_16,parent0_of.student_16@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_16,Student_16,StudentLast_16,2001-11-27,6,student.studentlast16@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_16,parent1_of.student_16@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_17,Student_17,StudentLast_17,2000-11-27,7,student.studentlast17@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_17,parent0_of.student_17@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_17,Student_17,StudentLast_17,2001-11-27,7,student.studentlast17@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_17,parent1_of.student_17@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_18,Student_18,StudentLast_18,2000-11-27,8,student.studentlast18@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_18,parent0_of.student_18@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_18,Student_18,StudentLast_18,2001-11-27,8,student.studentlast18@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_18,parent1_of.student_18@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_19,Student_19,StudentLast_19,2000-11-27,9,student.studentlast19@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_19,parent0_of.student_19@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_19,Student_19,StudentLast_19,2001-11-27,9,student.studentlast19@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_19,parent1_of.student_19@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_20,Student_20,StudentLast_20,2000-11-27,10,student.studentlast20@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_20,parent0_of.student_20@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_20,Student_20,StudentLast_20,2001-11-27,10,student.studentlast20@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_20,parent1_of.student_20@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_21,Student_21,StudentLast_21,2000-11-27,11,student.studentlast21@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_21,parent0_of.student_21@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_21,Student_21,StudentLast_21,2001-11-27,11,student.studentlast21@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_21,parent1_of.student_21@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_22,Student_22,StudentLast_22,2000-11-27,1,student.studentlast22@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_22,parent0_of.student_22@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_22,Student_22,StudentLast_22,2001-11-27,1,student.studentlast22@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_22,parent1_of.student_22@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_23,Student_23,StudentLast_23,2000-11-27,2,student.studentlast23@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_23,parent0_of.student_23@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_23,Student_23,StudentLast_23,2001-11-27,2,student.studentlast23@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_23,parent1_of.student_23@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_24,Student_24,StudentLast_24,2000-11-27,3,student.studentlast24@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_24,parent0_of.student_24@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_24,Student_24,StudentLast_24,2001-11-27,3,student.studentlast24@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_24,parent1_of.student_24@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_25,Student_25,StudentLast_25,2000-11-27,4,student.studentlast25@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_25,parent0_of.student_25@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_25,Student_25,StudentLast_25,2001-11-27,4,student.studentlast25@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_25,parent1_of.student_25@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_26,Student_26,StudentLast_26,2000-11-27,5,student.studentlast26@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_26,parent0_of.student_26@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_26,Student_26,StudentLast_26,2001-11-27,5,student.studentlast26@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_26,parent1_of.student_26@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_27,Student_27,StudentLast_27,2000-11-27,6,student.studentlast27@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_27,parent0_of.student_27@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_27,Student_27,StudentLast_27,2001-11-27,6,student.studentlast27@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_27,parent1_of.student_27@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_28,Student_28,StudentLast_28,2000-11-27,7,student.studentlast28@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_28,parent0_of.student_28@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_28,Student_28,StudentLast_28,2001-11-27,7,student.studentlast28@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_28,parent1_of.student_28@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_29,Student_29,StudentLast_29,2000-11-27,8,student.studentlast29@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_29,parent0_of.student_29@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_29,Student_29,StudentLast_29,2001-11-27,8,student.studentlast29@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_29,parent1_of.student_29@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_30,Student_30,StudentLast_30,2000-11-27,9,student.studentlast30@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_30,parent0_of.student_30@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_30,Student_30,StudentLast_30,2001-11-27,9,student.studentlast30@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_30,parent1_of.student_30@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_31,Student_31,StudentLast_31,2000-11-27,10,student.studentlast31@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_31,parent0_of.student_31@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_31,Student_31,StudentLast_31,2001-11-27,10,student.studentlast31@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_31,parent1_of.student_31@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_32,Student_32,StudentLast_32,2000-11-27,11,student.studentlast32@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_32,parent0_of.student_32@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_32,Student_32,StudentLast_32,2001-11-27,11,student.studentlast32@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_32,parent1_of.student_32@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_33,Student_33,StudentLast_33,2000-11-27,1,student.studentlast33@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_33,parent0_of.student_33@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_33,Student_33,StudentLast_33,2001-11-27,1,student.studentlast33@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_33,parent1_of.student_33@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_34,Student_34,StudentLast_34,2000-11-27,2,student.studentlast34@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_34,parent0_of.student_34@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_34,Student_34,StudentLast_34,2001-11-27,2,student.studentlast34@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_34,parent1_of.student_34@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_35,Student_35,StudentLast_35,2000-11-27,3,student.studentlast35@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_35,parent0_of.student_35@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_35,Student_35,StudentLast_35,2001-11-27,3,student.studentlast35@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_35,parent1_of.student_35@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_36,Student_36,StudentLast_36,2000-11-27,4,student.studentlast36@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_36,parent0_of.student_36@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_36,Student_36,StudentLast_36,2001-11-27,4,student.studentlast36@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_36,parent1_of.student_36@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_37,Student_37,StudentLast_37,2000-11-27,5,student.studentlast37@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_37,parent0_of.student_37@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_37,Student_37,StudentLast_37,2001-11-27,5,student.studentlast37@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_37,parent1_of.student_37@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_38,Student_38,StudentLast_38,2000-11-27,6,student.studentlast38@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_38,parent0_of.student_38@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_38,Student_38,StudentLast_38,2001-11-27,6,student.studentlast38@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_38,parent1_of.student_38@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_39,Student_39,StudentLast_39,2000-11-27,7,student.studentlast39@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_39,parent0_of.student_39@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_39,Student_39,StudentLast_39,2001-11-27,7,student.studentlast39@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_39,parent1_of.student_39@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_40,Student_40,StudentLast_40,2000-11-27,8,student.studentlast40@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_40,parent0_of.student_40@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_40,Student_40,StudentLast_40,2001-11-27,8,student.studentlast40@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_40,parent1_of.student_40@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_41,Student_41,StudentLast_41,2000-11-27,9,student.studentlast41@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_41,parent0_of.student_41@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_41,Student_41,StudentLast_41,2001-11-27,9,student.studentlast41@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_41,parent1_of.student_41@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_42,Student_42,StudentLast_42,2000-11-27,10,student.studentlast42@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_42,parent0_of.student_42@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_42,Student_42,StudentLast_42,2001-11-27,10,student.studentlast42@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_42,parent1_of.student_42@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_43,Student_43,StudentLast_43,2000-11-27,11,student.studentlast43@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_43,parent0_of.student_43@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_43,Student_43,StudentLast_43,2001-11-27,11,student.studentlast43@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_43,parent1_of.student_43@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_44,Student_44,StudentLast_44,2000-11-27,1,student.studentlast44@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_44,parent0_of.student_44@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_44,Student_44,StudentLast_44,2001-11-27,1,student.studentlast44@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_44,parent1_of.student_44@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_45,Student_45,StudentLast_45,2000-11-27,2,student.studentlast45@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_45,parent0_of.student_45@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_45,Student_45,StudentLast_45,2001-11-27,2,student.studentlast45@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_45,parent1_of.student_45@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_46,Student_46,StudentLast_46,2000-11-27,3,student.studentlast46@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_46,parent0_of.student_46@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_46,Student_46,StudentLast_46,2001-11-27,3,student.studentlast46@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_46,parent1_of.student_46@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_47,Student_47,StudentLast_47,2000-11-27,4,student.studentlast47@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_47,parent0_of.student_47@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_47,Student_47,StudentLast_47,2001-11-27,4,student.studentlast47@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_47,parent1_of.student_47@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_48,Student_48,StudentLast_48,2000-11-27,5,student.studentlast48@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_48,parent0_of.student_48@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_48,Student_48,StudentLast_48,2001-11-27,5,student.studentlast48@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_48,parent1_of.student_48@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_49,Student_49,StudentLast_49,2000-11-27,6,student.studentlast49@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_49,parent0_of.student_49@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_49,Student_49,StudentLast_49,2001-11-27,6,student.studentlast49@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_49,parent1_of.student_49@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_50,Student_50,StudentLast_50,2000-11-27,7,student.studentlast50@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_50,parent0_of.student_50@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_50,Student_50,StudentLast_50,2001-11-27,7,student.studentlast50@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_50,parent1_of.student_50@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_51,Student_51,StudentLast_51,2000-11-27,8,student.studentlast51@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_51,parent0_of.student_51@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_51,Student_51,StudentLast_51,2001-11-27,8,student.studentlast51@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_51,parent1_of.student_51@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_52,Student_52,StudentLast_52,2000-11-27,9,student.studentlast52@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_52,parent0_of.student_52@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_52,Student_52,StudentLast_52,2001-11-27,9,student.studentlast52@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_52,parent1_of.student_52@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_53,Student_53,StudentLast_53,2000-11-27,10,student.studentlast53@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_53,parent0_of.student_53@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_53,Student_53,StudentLast_53,2001-11-27,10,student.studentlast53@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_53,parent1_of.student_53@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_54,Student_54,StudentLast_54,2000-11-27,11,student.studentlast54@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_54,parent0_of.student_54@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_54,Student_54,StudentLast_54,2001-11-27,11,student.studentlast54@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_54,parent1_of.student_54@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_55,Student_55,StudentLast_55,2000-11-27,1,student.studentlast55@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_55,parent0_of.student_55@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_55,Student_55,StudentLast_55,2001-11-27,1,student.studentlast55@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_1,ParentLast_55,parent1_of.student_55@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
0,student_56,Student_56,StudentLast_56,2000-11-27,2,student.studentlast56@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,"",Parent_0,ParentLast_56,parent0_of.student_56@061e09b6a8c0950342b51e14f70960e9.exampleschool.org,""
